processed_at,season,date,hydroseason,year,site,common_name,species_name,functional_grp,group,sampleID,d13C,C%,d15N,N%,d34S,S%,outlier,CN_molar_ratio,CS_molar_ratio,WSU_ID_CN,WSU_ID_S,WSU_ID_C,WSU_ID_N,S_outlier,comment 
ULL,dry19,,Dry,2019,SRS3,Eastern Mosquitofish,Gambusia holbrooki,Forage_fish,Consumer,SRS-GAMHOL-3,-29.91,31.31279452,8.92,8.433465753,20.85,0.655571809,,4.331741502,127.3709214,G-214704,S-29843,,,,
ULL,dry19,,Dry,2019,SRS3,Eastern Mosquitofish,Gambusia holbrooki,Forage_fish,Consumer,SRS-GAMHOL-1,-29.32,53.40249231,8.98,14.76512308,20.74,0.535046296,,4.219599617,266.1576152,G-214702,S-29841,,,,
ULL,dry19,,Dry,2019,SRS3,Eastern Mosquitofish,Gambusia holbrooki,Forage_fish,Consumer,SRS-GAMHOL-2,-29.35,27.563225,8.98,7.7045625,20.91,0.621407767,,4.173773116,118.2829331,G-214703,S-29842,,,,
FIU,wet19,43760,Wet,2019,SRS6,Eastern Mosquitofish,Gambusia holbrooki,Forage_fish,Consumer,W19-SRS6-Gho1,-26.9,39.4399,8.63,11.26261539,0.33,1.18,,4.085482375,89.12971751,,S-31069,G-223965,N-10891,,
FIU,wet19,43760,Wet,2019,SRS6,Eastern Mosquitofish,Gambusia holbrooki,Forage_fish,Consumer,W19-SRS6-Gho3,-27.2,41.92595,8.66,11.14977778,0.58,1.11,,4.386958135,100.723003,,S-31077,G-223927,N-10899,,
FIU,wet19,43760,Wet,2019,SRS6,Eastern Mosquitofish,Gambusia holbrooki,Forage_fish,Consumer,W19-SRS6-Gho5,-25.51,42.47404546,9.1,11.33290909,4.06,1.14,,4.372491886,99.3544923,,S-31028,G-223993,N-10850,,
ULL,dry19,,Dry,2019,TS3,Eastern Mosquitofish,Gambusia holbrooki,Forage_fish,Consumer,TSL-GAMHOL-2,-28.59,34.12182279,7.67,7.953341772,15.21,0.556027919,,5.00529141,163.645609,G-214725,S-29864,,,,
ULL,dry19,,Dry,2019,TS3,Eastern Mosquitofish,Gambusia holbrooki,Forage_fish,Consumer,TSL-GAMHOL-3,-29.02,30.17322785,7.79,7.103632911,16.72,0.529785523,,4.955506513,151.8764433,G-214726,S-29865,,,,
ULL,dry19,,Dry,2019,TS3,Eastern Mosquitofish,Gambusia holbrooki,Forage_fish,Consumer,TSL-GAMHOL-1,-29.71,30.55858667,7.82,7.8098,,,x,4.564993271,#DIV/0!,G-214724,S-29863,,,,
FIU,wet19,11-*-19,Wet,2019,TS3,Eastern Mosquitofish,Gambusia holbrooki,Forage_fish,Consumer,W19-TS3-Gho3,-23.12,42.18305556,8.66,15.4415,11.72,1.26,,3.187097421,89.27630806,,S-31088,G-224004,N-10910,,
FIU,wet19,11-*-19,Wet,2019,TS3,Eastern Mosquitofish,Gambusia holbrooki,Forage_fish,Consumer,W19-TS3-Gho2,-23.15,41.0179625,8.87,11.56925,11.92,1.2,,4.136334644,91.15102778,G-224287,S-31272,,,,
FIU,wet19,11-*-19,Wet,2019,TS3,Eastern Mosquitofish,Gambusia holbrooki,Forage_fish,Consumer,W19-TS3-Gho1,-22.44,47.21017143,8.94,13.44342857,11.99,1.2,,4.097059991,104.9114921,G-224271,S-31256,0,0,,
ULL,dry19,,Dry,2019,TS7,Eastern Oyster,Crassostrea virginica,Sessile_filter_feeder,Consumer,TS7_OY1_d19,-22.59,38.59559494,8.16,7.403037975,10.12,1.12,,6.082394045,91.89427366,G-224576,S-31391,,,,
FIU,wet19,43785,Wet,2019,TS7,Eastern Oyster,Crassostrea virginica,Sessile_filter_feeder,Consumer,W19-TS7-Cvi1,-26.22,39.23746364,7.36,8.810181818,8.81,1.23,,5.195924654,85.06767185,G-224296,S-31281,,,,
ULL,dry19,,Dry,2019,SRS3,Egyptian paspalidium,Paspalidium geminatum,Producer,Source,SRS-PASGEM-1,-14.12,32.04617857,-2.77,1.456914286,20.8,0.233255452,,25.66191346,366.3643248,G-214742,S-29881,,,,
ULL,dry19,,Dry,2019,SRS3,Egyptian paspalidium,Paspalidium geminatum,Producer,Source,SRS-PASGEM-2,-12.89,45.62043333,-1.39,2.684091667,17.49,0.198315217,,19.82936706,613.4400109,G-214743,S-29882,,,,
ULL,dry19,,Dry,2019,SRS3,Egyptian paspalidium,Paspalidium geminatum,Producer,Source,SRS-PASGEM-3,-12.64,43.75115447,-1.31,2.137447155,12.16,0.209984917,,23.88036281,555.6101215,G-214744,S-29883,,,,
ULL,dry19,,Dry,2019,TS3,Egyptian paspalidium,Paspalidium geminatum,Producer,Source,TSL-PASGEM-3,-12.75,40.25658696,-7.75,2.298152174,16.83,0.183385827,,20.43642656,585.3827437,G-214769,S-29908,,,,
ULL,dry19,,Dry,2019,TS3,Egyptian paspalidium,Paspalidium geminatum,Producer,Source,TSL-PASGEM-2,-12.14,41.40745529,2.01,2.089512195,13.35,0.194462935,,23.1196056,567.8196761,G-214768,S-29907,,,,
ULL,dry19,,Dry,2019,TS3,Egyptian paspalidium,Paspalidium geminatum,Producer,Source,TSL-PASGEM-1,-12.14,44.76808029,3.54,1.870160584,12.86,0.196971726,,27.9277766,606.0846897,G-214767,S-29906,,,,
ULL,dry19,,Dry,2019,RB10,Epiphytic Microalgae,Epiphytic Microalgae,Producer,Source,RB10_LEPI_E_d19,-26.95,18.08,8.94,1.57,20.98,1.530912281,,13.43524416,31.49320437,G-219147,S-30531,,,,
ULL,dry19,,Dry,2019,RB10,Epiphytic Microalgae,Epiphytic Microalgae,Producer,Source,RB10_MEPI3_d19,-28.32,44.91,6.04,0.56,-4.75,0.294389881,S,93.5625,406.8074609,G-219179,S-30544,,,,
ULL,dry19,,Dry,2019,RB10,Epiphytic Microalgae,Epiphytic Microalgae,Producer,Source,RB10_MEPI5_d19,-29.69,47.83,10.43,2.08,12.07,0.171639077,,26.82772436,743.1097213,G-219178,S-30558,G-219243,,,
ULL,dry19,,Dry,2019,RB10,Epiphytic Microalgae,Epiphytic Microalgae,Producer,Source,RB10_MEPI8_d19,-28.77,40.99,11.03,2.64,13.7,0.6,,18.11426768,206.1200049,G-219249,S-30640,G-219252,,,
ULL,dry19,,Dry,2019,RB10,Epiphytic Microalgae,Epiphytic Microalgae,Producer,Source,RB10_MEPI6_d19,-26.8,31.74,11.09,2.3,22.36,0.4925,,16.1,171.857868,G-219144,S-30576,,,,
ULL,dry19,,Dry,2019,RB10,Epiphytic Microalgae,Epiphytic Microalgae,Producer,Source,RB10_MEPI6_d19_B,-26.61,29.9,11.32,2.11,1.94,4.157918011,S,16.53238547,19.17626397,G-219154,S-30560,,,,
ULL,dry19,,Dry,2019,RB10,Epiphytic Microalgae,Epiphytic Microalgae,Producer,Source,RB10_MEPI2_d19,-30.05,42.39,12.98,2.33,23.45,0.356112026,,21.22532189,317.4282017,G-219123,S-30574,,,,
ULL,dry19,,Dry,2019,RB10,Epiphytic Microalgae,Epiphytic Microalgae,Producer,Source,RB10_MEPI2_d19_B,-29.43,39.62,13.59,2.1,,,,22.01111111,#DIV/0!,G-219259,,,,,
FIU,dry20,,Dry,2020,RB10,Epiphytic Microalgae,Epiphytic Microalgae,Producer,Source,D20-RB10-Ema3,-32.05,40.54,5.73,3.92,,,,,,,,G-230527,,,
FIU,dry20,,Dry,2020,RB10,Epiphytic Microalgae,Epiphytic Microalgae,Producer,Source,D20-RB10-Ema2,-31.8,40.98,6.17,4.46,,,,,,,,G-230525,,,
FIU,dry20,,Dry,2020,RB10,Epiphytic Microalgae,Epiphytic Microalgae,Producer,Source,D20-RB10-Ema1,-30.51,34.76,6.22,3.44,,,,,,,,G-230517,,,
FIU,wet19,43760,Wet,2019,RB10,Epiphytic Microalgae,Epiphytic Microalgae,Producer,Source,W19-RB10-Ema2,-30.69,42.55161,5.46,3.840117647,10.2,4.65,,12.92761044,24.40235699,,S-31082,G-223934,N-10904,,
FIU,wet19,43760,Wet,2019,RB10,Epiphytic Microalgae,Epiphytic Microalgae,Producer,Source,W19-RB10-Ema3,-28.31,34.23835,6.47,2.586666667,13.62,,,15.44255477,#DIV/0!,,S-31019,G-223995,N-10841,,
FIU,wet19,43760,Wet,2019,RB10,Epiphytic Microalgae,Epiphytic Microalgae,Producer,Source,W19-RB10-Ema1,-30.13,36.40475,6.95,3.350666667,9.35,3.82,,12.67574861,25.41343805,,S-31091,G-223954,N-10913,,
ULL,dry19,,Dry,2019,SRS4,Epiphytic Microalgae,Epiphytic Microalgae,Producer,Source,SRS4_MEPI1_d19_B,-29.17,38.38,4.49,2.48,-0.27,0.199208777,x,18.05510753,513.7658501,G-219194,S-30563,,,,
ULL,dry19,,Dry,2019,SRS4,Epiphytic Microalgae,Epiphytic Microalgae,Producer,Source,SRS4_MEPI7_d19,-22.01,15.84,4.62,0.43,-1.79,0.710827676,x,42.97674419,59.42368513,G-219187,S-30547,,,,
ULL,dry19,,Dry,2019,SRS4,Epiphytic Microalgae,Epiphytic Microalgae,Producer,Source,SRS4_MEPI4_d19_B,-20.88,15.19,4.8,0.49,-1.89,0.075652531,x,36.16666667,535.4304229,G-219186,S-30564,,,,
ULL,dry19,,Dry,2019,SRS4,Epiphytic Microalgae,Epiphytic Microalgae,Producer,Source,SRS4_MEPI8_d19,-29.78,34.37,4.87,0.57,7.09,0.76734891,,70.34795322,119.4415371,G-219140,S-30510,G-219255,,,
ULL,dry19,,Dry,2019,SRS4,Epiphytic Microalgae,Epiphytic Microalgae,Producer,Source,SRS4_MEPI6_d19,-28.35,40.96,5.05,2.88,7.19,2.492699187,,16.59259259,43.81863132,G-219132,S-30567,G-219251,,,
ULL,dry19,,Dry,2019,SRS4,Epiphytic Microalgae,Epiphytic Microalgae,Producer,Source,SRS4_MEPI6_d19_B,-28.96,36.45,5.26,2.43,7.94,1.911287001,x,17.5,50.85578458,G-219163,S-30562,,,,
ULL,dry19,,Dry,2019,SRS4,Epiphytic Microalgae,Epiphytic Microalgae,Producer,Source,SRS4_MEPI5_d19,-24.18,18.52,5.4,0.59,-4.89,2.52,x,36.62146893,19.5978836,G-219197,S-30565,G-219262,,,
ULL,dry19,,Dry,2019,SRS4,Epiphytic Microalgae,Epiphytic Microalgae,Producer,Source,SRS4_MEPI1_d19,-29.05,41.26,5.46,3.11,6.48,1.207538705,,15.47802787,91.11647205,G-219122,S-30568,G-219244,,,
ULL,dry19,,Dry,2019,SRS4,Epiphytic Microalgae,Epiphytic Microalgae,Producer,Source,SRS4_MEPI4_d19,-21.04,15.21,6.01,0.59,,,,30.07627119,#DIV/0!,G-219151,,,,,
ULL,dry19,,Dry,2019,SRS4,Epiphytic Microalgae,Epiphytic Microalgae,Producer,Source,SRS4_MEPI3_d19,-22.35,15.67,6.35,0.69,21.39,1.652513115,,26.49516908,25.28673829,G-219198,S-30555,G-219172,,,
ULL,dry19,,Dry,2019,SRS4,Epiphytic Microalgae,Epiphytic Microalgae,Producer,Source,SRS4_MEPI9_d19,-25.06,39.38,7.91,5.97,5.58,1.281251932,,7.695700726,81.96150243,G-219202,S-30595,G-219324,,,
ULL,dry19,,Dry,2019,SRS4,Epiphytic Microalgae,Epiphytic Microalgae,Producer,Source,SRS4_MEPI5_d19_B,,,,,11.22,0.86,S,#N/A,#N/A,#N/A,S-30515,,,,
ULL,dry19,,Dry,2019,SRS6,Epiphytic Microalgae,Epiphytic Microalgae,Producer,Source,SRS6_MEPI3_d19,-17.98,17.12,3.85,0.85,3.07,0.156692434,x,23.49803922,291.3563353,G-219195,S-30573,,,,
ULL,dry19,,Dry,2019,SRS6,Epiphytic Microalgae,Epiphytic Microalgae,Producer,Source,SRS6_MEPI6_d19,-24.41,20.53,4.02,1.39,17.95,1.722093023,x,17.23141487,31.79077201,G-219181,S-30584,,,,
ULL,dry19,,Dry,2019,SRS6,Epiphytic Microalgae,Epiphytic Microalgae,Producer,Source,SRS6_MEPI1_d19,-43.58,38.81,4.87,3.05,9.27,1.941424,x,14.84535519,53.3079499,G-219320,S-30592,G-219322,,,
ULL,dry19,,Dry,2019,SRS6,Epiphytic Microalgae,Epiphytic Microalgae,Producer,Source,SRS6_MEPI3_d19_B,-20.49,17.1,5.08,1.03,4.05,0.197213353,x,19.36893204,231.2216658,G-219248,S-30628,,,,
ULL,dry19,,Dry,2019,TS10,Epiphytic Microalgae,Epiphytic Microalgae,Producer,Source,TS10_HALD_E_d19,-9.42,10.65,1.74,0.97,,,,12.80927835,#DIV/0!,G-219130,,,,,
ULL,dry19,,Dry,2019,TS10,Epiphytic Microalgae,Epiphytic Microalgae,Producer,Source,TS10_THAL_E_d19,-3.87,15.64,3.29,0.62,9.32,1.26364539,,29.43010753,33.00504002,G-219209,S-30518,,,,
ULL,dry19,,Dry,2019,TS10,Epiphytic Microalgae,Epiphytic Microalgae,Producer,Source,TS10_MEPI2_d19_B,-4.65,12.81,2.27,0.51,20.88,0.957322493,x,29.30392157,35.68285531,G-219160,S-30559,,,,
ULL,dry19,,Dry,2019,TS10,Epiphytic Microalgae,Epiphytic Microalgae,Producer,Source,TS10_MEPI2_d19,-11.61,16.91,3.73,1.33,17.56,0.646737705,,14.83333333,69.72429933,G-219134,S-30575,,,,
ULL,dry19,,Dry,2019,TS10,Epiphytic Microalgae,Epiphytic Microalgae,Producer,Source,TS10_MEPI1_d19,-12.76,17.8,4.62,1.32,,,,15.73232323,#DIV/0!,G-219205,,,,,
FIU,dry20,,Dry,2020,TS10,Epiphytic Microalgae,Epiphytic Microalgae,Producer,Source,D20-TS10-Epi4,-19.13,6.31,2.07,0.57,,,,,,,,G-230532,,,
FIU,dry20,,Dry,2020,TS10,Epiphytic Microalgae,Epiphytic Microalgae,Producer,Source,D20-TS10-Epi5,-18.52,6.78,2.19,0.74,,,,,,,,G-230531,,,
FIU,dry20,,Dry,2020,TS10,Epiphytic Microalgae,Epiphytic Microalgae,Producer,Source,D20-TS10-Epi3,-18.97,7.95,2.94,0.67,,,,,,,,G-230529,,,
FIU,dry20,,Dry,2020,TS10,Epiphytic Microalgae,Epiphytic Microalgae,Producer,Source,D20-TS10-Epi6,-15.63,8.47,3.06,0.86,,,,,,,,G-230530,,,
FIU,dry20,,Dry,2020,TS10,Epiphytic Microalgae,Epiphytic Microalgae,Producer,Source,D20-TS10-Epi1,-16.23,22.1,3.97,1.63,,,,,,,,G-230528,,,
FIU,wet19,43783,Wet,2019,TS10,Epiphytic Microalgae,Epiphytic Microalgae,Producer,Source,W19-TS10-Ema2,-18.94,11.6714,4.16,0.8668,9.05,0.07,,15.70908322,239.4133333,,S-31329,G-224360,N-10948,,
FIU,wet19,43783,Wet,2019,TS10,Epiphytic Microalgae,Epiphytic Microalgae,Producer,Source,W19-TS10-Ema3,-16.36,9.714125,5.52,0.842470588,12.29,0.53,,13.45227477,#DIV/0!,,S-31327,G-224343,N-10944,,
FIU,wet19,43783,Wet,2019,TS10,Epiphytic Microalgae,Epiphytic Microalgae,Producer,Source,W19-TS10-Ema1,-18.61,8.807863636,6.29,0.904333333,9.64,0.11,,11.3628908,213.5239669,,S-31020,G-223997,N-10842,,
FIU,wet19,43783,Wet,2019,TS11,Epiphytic Microalgae,Epiphytic Microalgae,Producer,Source,W19-TS11-Ema3,-18.94,9.10245,2.12,0.698555556,15.57,0.15,,15.20211944,161.8213333,,S-31345,G-224345,N-10918,,
FIU,wet19,43783,Wet,2019,TS11,Epiphytic Microalgae,Epiphytic Microalgae,Producer,Source,W19-TS11-Ema2,-17.97,8.3301,2.68,0.75625,13.96,0.18,,12.85084298,105.7790476,,S-31320,G-224341,N-10937,,
FIU,wet19,43783,Wet,2019,TS11,Epiphytic Microalgae,Epiphytic Microalgae,Producer,Source,W19-TS11-Ema1,-22.73,11.061625,3,0.833444444,16.67,,,15.48421045,#DIV/0!,,S-31009,G-224003,N-10831,,
ULL,dry19,,Dry,2019,TS7,Epiphytic Microalgae,Epiphytic Microalgae,Producer,Source,TS7_MEPI3_d19,-26.08,33.95,7.89,4.62,21.38,4.084535135,x,8.573232323,22.16490502,G-219203,S-30516,G-219159,,,
ULL,dry19,,Dry,2019,TS7,Epiphytic Microalgae,Epiphytic Microalgae,Producer,Source,TS7_MEPI4_d19,-22.79,31.38,8.32,5.54,7.83,1.229992284,x,6.608303249,68.03294711,G-219155,S-30578,,,,
ULL,dry19,,Dry,2019,TS7,Epiphytic Microalgae,Epiphytic Microalgae,Producer,Source,TS7_MEPI1_d19,,,,,16.32,0.92,x,#N/A,#N/A,#N/A,S-30583,,,,
ULL,dry19,,Dry,2019,TS7,Epiphytic Microalgae,Epiphytic Microalgae,Producer,Source,TS7_MEPI1_d19_B,,,,,8.39,1.33,x,#N/A,#N/A,#N/A,S-30587,,,,
FIU,dry20,,Dry,2020,TS7,Epiphytic Microalgae,Epiphytic Microalgae,Producer,Source,D20-TS7-Epi1,-19.89,6.12,3.81,0.59,,,x,,,,,G-230516,,,
FIU,dry20,,Dry,2020,TS7,Epiphytic Microalgae,Epiphytic Microalgae,Producer,Source,D20-TS7-Epi3,-22.38,6.09,4.29,0.53,,,x,,,,,G-230523,,,
FIU,dry20,,Dry,2020,TS7,Epiphytic Microalgae,Epiphytic Microalgae,Producer,Source,D20-TS7-Epi5,-20.89,5.06,4.94,0.7,,,x,,,,,G-230524,,,
FIU,dry20,,Dry,2020,TS7,Epiphytic Microalgae,Epiphytic Microalgae,Producer,Source,D20-TS7-Epi4,-20.82,7.31,5.1,1.09,,,x,,,,,G-230522,,,
FIU,dry20,,Dry,2020,TS7,Epiphytic Microalgae,Epiphytic Microalgae,Producer,Source,D20-TS7-Epi2,-20.93,8.31,5.31,1.65,,,x,,,,,G-230518,N-11715,,
FIU,wet19,43785,Wet,2019,TS7,Epiphytic Microalgae,Epiphytic Microalgae,Producer,Source,W19-TS7-Ema1,-25.17,10.728925,6.26,1.276666667,-11.91,0.25,x,9.80450065,136.2403175,,S-31315,G-224342,N-10932,,
FIU,wet19,43785,Wet,2019,TS7,Epiphytic Microalgae,Epiphytic Microalgae,Producer,Source,W19-TS7-Ema3,-27.38,13.6828,6.88,0.978210526,7.07,6.09,,16.31884573,5.991373837,,S-31058,G-223989,N-10880,,
FIU,wet19,43785,Wet,2019,TS7,Epiphytic Microalgae,Epiphytic Microalgae,Producer,Source,W19-TS7-Ema4,-27.3,14.80633333,7.01,0.974705882,-3.84,0.23,x,17.72232616,171.6676328,,S-31057,G-223932,N-10879,,
FIU,wet19,43785,Wet,2019,TS7,Epiphytic Microalgae,Epiphytic Microalgae,Producer,Source,W19-TS7-Ema2,-26.65,14.17703333,7.12,1.260736842,5.6,0.24,,13.11921066,157.5225926,,S-31084,G-223920,N-10906,,
FIU,wet19,43785,Wet,2019,TS7,Epiphytic Microalgae,Epiphytic Microalgae,Producer,Source,W19-TS7-Ema5,-25.86,13.208275,7.64,1.327555556,7.46,0.24,,11.60753996,146.7586111,,S-31080,G-223973,N-10902,,
ULL,dry19,,Dry,2019,TS9,Epiphytic Microalgae,Epiphytic Microalgae,Producer,Source,TS9_HALD_E_d19,-18.78,7.72,6.18,1.11,13.85,1.406683087,,8.114114114,14.63490025,G-219129,S-30529,,,,
ULL,dry19,,Dry,2019,TS9,Epiphytic Microalgae,Epiphytic Microalgae,Producer,Source,TS9_SYRI_E_d19,-14.61,15.32,8.78,1.21,17.49,0.872943978,,14.77134986,46.79949042,G-219157,S-30522,,,,
ULL,dry19,,Dry,2019,TS9,Epiphytic Microalgae,Epiphytic Microalgae,Producer,Source,TS9_THAL_E_d19,-8.24,12.89,8.89,0.55,11.09,0.956959792,,27.34242424,35.91930781,G-219166,S-30523,,,,
FIU,dry20,,Dry,2020,TS9,Epiphytic Microalgae,Epiphytic Microalgae,Producer,Source,D20-TS9-Epi1,-19.59,9.89,6.77,1.21,,,,,,,,G-230519,,,
FIU,dry20,,Dry,2020,TS9,Epiphytic Microalgae,Epiphytic Microalgae,Producer,Source,D20-TS9-Epi4,-21.39,9.09,7.18,0.96,,,,,,,,G-230520,,,
FIU,dry20,,Dry,2020,TS9,Epiphytic Microalgae,Epiphytic Microalgae,Producer,Source,D20-TS9-Epi5,-18.64,13.32,8,1.25,,,,,,,,G-230521,,,
FIU,dry20,,Dry,2020,TS9,Epiphytic Microalgae,Epiphytic Microalgae,Producer,Source,D20-TS9-Epi2,-20.64,9.46,8.12,0.84,,,,,,,,G-230515,,,
FIU,dry20,,Dry,2020,TS9,Epiphytic Microalgae,Epiphytic Microalgae,Producer,Source,D20-TS9-Epi3,-19.48,10.18,8.63,1.2,,,,,,,,G-230526,,,
ULL,dry19,,Dry,2019,SRS6,Filamentious Green Algae,Filamentious Green Algae,Producer,Source,SRS6_FLAL12_d19,-17.08,13.82,3.74,0.65,0.78,0.195568356,,24.80512821,188.4422106,G-219292,S-30601,,,,
ULL,dry19,,Dry,2019,SRS6,Filamentious Green Algae,Filamentious Green Algae,Producer,Source,SRS6_FLAL8_d19,-26.49,26.17,4.32,1.45,-18.5,1.7,x,21.05632184,44.95376088,G-219309,S-30606,,,re-ran value,
ULL,dry19,,Dry,2019,SRS6,Filamentious Green Algae,Filamentious Green Algae,Producer,Source,SRS6_FLAL10_d19,-19.89,17.57,4.54,0.84,-0.24,0.42135318,,24.40277778,111.1972938,G-219294,S-30593,,,,
ULL,dry19,,Dry,2019,SRS6,Filamentious Green Algae,Filamentious Green Algae,Producer,Source,SRS6_FLAL11_d19,-24.32,27.56,4.73,1.48,-6.84,0.965569164,,21.72522523,76.11400206,G-219308,S-30603,,,,
ULL,dry19,,Dry,2019,TS7,fish,fish,,Consumer,TS7_FI1_d19,-19.18,40.16302439,11.82,11.81,,1.98,x,3.967558153,54.09161534,G-224543,S-31365,,,,
ULL,dry19,,Dry,2019,SRS3,Flagfish,Jordanella floridae,Forage_fish,Consumer,SRS-JORFLO-3,-30.79,31.35853333,7.47,8.655453333,18.97,0.680642633,,4.226809867,122.8585332,G-214707,S-29846,,,,
ULL,dry19,,Dry,2019,SRS3,Flagfish,Jordanella floridae,Forage_fish,Consumer,SRS-JORFLO-1,-31.89,31.51984,7.6,8.58452,19.8,0.523160763,,4.283657871,160.6636289,G-214705,S-29844,,,,
ULL,dry19,,Dry,2019,SRS3,Flagfish,Jordanella floridae,Forage_fish,Consumer,SRS-JORFLO-2,-31.9,26.79312941,7.6,6.6894,19.68,0.496698113,,4.672863183,143.8466208,G-214706,S-29845,,,,
FIU,wet19,43795,Wet,2019,SRS3,Flagfish,Jordanella floridae,Forage_fish,Consumer,W19-SRS3-Jfl2,-29.89,54.76422727,9.59,14.97745455,21.26,0.72,,4.265851602,202.8304714,G-224286,S-31271,,,,
FIU,wet19,43795,Wet,2019,SRS3,Flagfish,Jordanella floridae,Forage_fish,Consumer,W19-SRS3-Jfl1,-31.21,40.8836,10.14,10.50283333,21.28,0.8,,4.541396767,136.2786667,G-224284,S-31269,,,,
ULL,dry19,,Dry,2019,RB10,Flatback Mud Crab,Eurypanopeus depressus,Crab,Consumer,RB10 NC1,-25.22,22.051,5.63,3.732,5.72,0.398,,6.893399428,147.7453936,,,,,,
ULL,dry19,,Dry,2019,RB10,Flatback Mud Crab,Eurypanopeus depressus,Crab,Consumer,RB10 CB1,-26.13,23.775,9.69,4.41,18,0.292,,6.28968254,217.1232877,,,,,,
FIU,wet19,43785,Wet,2019,TS7,Flatback Mud Crab,Eurypanopeus depressus,Crab,Consumer,W19-TS7-Ede1,-24.17,19.59189091,7.12,4.007333333,5.46,0.27,,5.703844468,193.5001571,,S-31353,G-224350,N-10926,,
FIU,wet19,43785,Wet,2019,TS7,Flatback Mud Crab,Eurypanopeus depressus,Crab,Consumer,W19-TS7-Ede2,-25.24,19.46881667,8.26,4.25575,5.5,0.35,,5.337160183,148.3338413,,S-31044,G-223956,N-10866,,
ULL,dry19,,Dry,2019,SRS3,FLOC,FLOC,Organic_matter,Source,SRS-FLOC-3,-30.26,39.81027007,1.53,3.905978102,26.29,1.828966027,,11.89082833,58.04411816,G-214741,S-29880,,,,
ULL,dry19,,Dry,2019,SRS3,FLOC,FLOC,Organic_matter,Source,SRS-FLOC-1,-31.17,36.93745946,1.7,3.491141892,,,,12.34372708,#DIV/0!,G-214739,S-29878,,,,
ULL,dry19,,Dry,2019,SRS3,FLOC,FLOC,Organic_matter,Source,SRS-FLOC-2,-30.31,30.30341221,2.86,3.083099237,23.01,0.810636646,,11.46702658,99.68596858,G-214740,S-29879,,,,
FIU,wet19,43795,Wet,2019,SRS3,FLOC,FLOC,Organic_matter,Source,W19-SRS3-Flo1,-24.97,28.43421053,4.04,2.131684211,18.8,0.21,,15.56198871,361.0693401,G-224248,S-31233,0,0,,
FIU,wet19,43795,Wet,2019,SRS3,FLOC,FLOC,Organic_matter,Source,W19-SRS3-Flo2,-30.08,19.14945926,4.05,1.997,14.21,0.15,,11.18729885,176.0869817,,S-31319,G-224359,N-10936,,
FIU,wet19,43795,Wet,2019,SRS3,FLOC,FLOC,Organic_matter,Source,W19-SRS3-Flo3,-26.77,33.1348,4.16,2.59136,21.72,0.25,,14.91775233,353.4378667,G-224274,S-31259,0,0,,
ULL,dry19,,Dry,2019,TS3,FLOC,FLOC,Organic_matter,Source,TSL-FLOC-2,-30.38,37.91713846,1.59,4.200584615,16.87,0.691802817,,10.5310726,146.1577877,G-214765,S-29904,,,,
ULL,dry19,,Dry,2019,TS3,FLOC,FLOC,Organic_matter,Source,TSL-FLOC-3,-28.21,38.38150633,2.19,4.005012658,,,,11.18059489,#DIV/0!,G-214766,S-29905,,,,
ULL,dry19,,Dry,2019,TS3,FLOC,FLOC,Organic_matter,Source,TSL-FLOC-1,-27.57,17.1325274,3.11,1.75409589,16.44,0.342865353,,11.3950148,133.2498001,G-214764,S-29903,,,,
FIU,wet19,43796,Wet,2019,TS3,FLOC,FLOC,Organic_matter,Source,W19-TS3-Flo3,-30.54,14.72578125,2.25,1.2354,16.1,0.03,,13.90649031,196.34375,,S-31313,G-223919,N-10930,,
FIU,wet19,43789,Wet,2019,TS3,FLOC,FLOC,Organic_matter,Source,W19-TS3-Flo1,-28.86,15.64072105,2.35,1.2452,15.54,0.07,,14.65427874,595.8369924,,S-31065,G-223930,N-10887,,
FIU,wet19,43796,Wet,2019,TS3,FLOC,FLOC,Organic_matter,Source,W19-TS3-Flo2,-30.79,14.0118375,2.61,1.230105263,15.25,0.08,,13.28922348,467.06125,,S-31050,G-223926,N-10872,,
ULL,dry19,,Dry,2019,RB10,Florida Swamp Lilly,Crinum americanum,Producer,Source,RB10_LEPI1_d19,-25.55,45.54,7.09,3.67,3.6,0.7,,14.47683924,99.97682281,G-219310,S-30607,,,re-ran value,
ULL,dry19,,Dry,2019,RB10,Florida Swamp Lilly,Crinum americanum,Producer,Source,RB10_LEPI2_d19,-25.81,46.59,7.88,4.35,22.27,0.558959055,,12.4954023,222.2703056,G-219296,S-30658,,,,
ULL,dry19,,Dry,2019,RB10,Florida Swamp Lilly,Crinum americanum,Producer,Source,RB10_LEPI5_d19,-25.44,43.22,8.68,1.99,-2.87,0.828406593,,25.33835846,139.1265283,G-219323,S-30604,,,,
ULL,dry19,,Dry,2019,RB10,Florida Swamp Lilly,Crinum americanum,Producer,Source,RB10_LEPI4_d19,-26.51,43.73,9.03,3.41,21.46,0.505847291,,14.96138807,230.5307064,G-219312,S-30661,,,,
ULL,dry19,,Dry,2019,RB10,Florida Swamp Lilly,Crinum americanum,Producer,Source,RB10_LEPI3_d19,-26.16,45.25,9.5,3.85,23.9,0.5,,13.71212121,190.6868942,G-219279,S-30633,,,,
ULL,dry19,,Dry,2019,TS11,Fringed Filefish,Monacanthus ciliatus,demersal_fish,Consumer,TS11 FF1,-17.71,43.215,6.27,10.393,11.4,1.21,,4.851101703,95.23966942,,,,,,
